neighborhood_code;neighborhood_names;total_destruction
BU03630403;Lastage;19.0
BU03630404;Nieuwmarkt;34.0
BU03630405;Uilenburg;29.0
BU03630406;Valkenburg;8.0
BU03630407;Zuiderkerkbuurt;22.0
BU03630408;Waterloopleinbuurt;32.0
BU03630500;Westerdokseiland;9.0
BU03630501;Haarlemmerbuurt Oost;31.0
BU03630502;Haarlemmerbuurt West;17.0
BU03630503;Westelijke eilanden;9.0
BU03630505;Planciusbuurt Noord;2.0
BU03630506;Planciusbuurt Zuid;2.0
BU03630600;Driehoekbuurt;7.0
BU03630602;Bloemgrachtbuurt;8.0
BU03630603;Marnixbuurt Noord;3.0
BU03630604;Zaagpoortbuurt;5.0
BU03630605;Marnixbuurt Midden;3.0
BU03630606;Elandsgrachtbuurt;23.0
BU03630607;Passeerdersgrachtbuurt;8.0
BU03630608;Groenmarktkadebuurt;7.0
BU03630609;Marnixbuurt Zuid;31.0
BU03630610;Anjeliersbuurt Noord;9.0
BU03630611;Anjeliersbuurt Zuid;10.0
BU03630700;Leidsebuurt Noordwest;30.0
BU03630701;Leidsebuurt Zuidwest;6.0
BU03630702;Leidsebuurt Noordoost;59.0
BU03630703;Leidsebuurt Zuidoost;27.0
BU03630704;Weteringbuurt;20.0
BU03630705;Den Texbuurt;8.0
BU03630706;Utrechtsebuurt Zuid;9.0
BU03630707;Frederikspleinbuurt;13.0
BU03630800;Weesperbuurt;20.0
BU03630801;Sarphatistrook;11.0
BU03630803;Plantage;14.0
BU03630804;Alexanderplein e.o.;2.0
BU03630900;Marine-Etablissement;0.0
BU03630901;Kattenburg;10.0
BU03630902;Wittenburg;12.0
BU03630903;Oostenburg;8.0
BU03630904;Czaar Peterbuurt;7.0
BU03630905;Het Funen;9.0
BU03630907;Kazernebuurt;7.0
BU03630908;Kadijken;18.0
BU03631000;Coenhaven/Mercuriushaven;8.0
BU03631001;Alfa-driehoek;8.0
BU03631003;Westhaven Noord;1.0
BU03631004;Vervoerscentrum;3.0
BU03631005;Amerikahaven;6.0
BU03631006;Afrikahaven;0.0
BU03631007;Westhaven Zuid;1.0
BU03631100;Sloterdijk II;9.0
BU03631103;Sloterdijk III West;27.0
BU03631104;De Heining;0.0
BU03631105;Teleport;21.0
BU03631200;Houthavens West;2.0
BU03631201;Houthavens Oost;5.0
BU03631300;Zeeheldenbuurt;9.0
BU03631301;Spaarndammerbuurt Noordoost;8.0
BU03631302;Spaarndammerbuurt Zuidoost;6.0
BU03631303;Spaarndammerbuurt Zuidwest;12.0
BU03631304;Spaarndammerbuurt Midden;9.0
BU03631305;Spaarndammerbuurt Noordwest;22.0
BU03631307;Overbraker Binnenpolder;21.0
BU03631400;De Wittenbuurt Noord;8.0
BU03631401;De Wittenbuurt Zuid;8.0
BU03631402;Staatsliedenbuurt Noordoost;10.0
BU03631403;Fannius Scholtenbuurt;10.0
BU03631404;Westerstaatsman;3.0
BU03631405;Buyskade e.o.;9.0
BU03631500;Ecowijk;2.0
BU03631501;Markthallen;2.0
BU03631502;Bedrijvencentrum Westerkwartier;6.0
BU03631503;Marcanti;4.0
BU03631600;Frederik Hendrikbuurt Noord;23.0
BU03631601;Frederik Hendrikbuurt Zuidoost;14.0
BU03631602;Frederik Hendrikbuurt Zuidwest;14.0
BU03631700;Da Costabuurt Noord;22.0
BU03631800;Bellamybuurt Noord;18.0
BU03631801;Bellamybuurt Zuid;23.0
BU03631900;Da Costabuurt Zuid;12.0
BU03631901;Borgerbuurt;22.0
BU03631902;Lootsbuurt;16.0
BU03632000;Helmersbuurt Oost;10.0
BU03632001;WG-terrein;22.0
BU03632002;Cremerbuurt Oost;3.0
BU03632100;Cremerbuurt West;17.0
BU03632101;Vondelparkbuurt West;4.0
BU03632200;Vondelparkbuurt Oost;31.0
BU03632201;Vondelparkbuurt Midden;11.0
BU03632300;Zuidas Noord;11.0
BU03632302;VU-kwartier;14.0
BU03632303;Zuidas Zuid;13.0
BU03632304;Vivaldi;8.0
BU03632400;Hemonybuurt;16.0
BU03632401;Gerard Doubuurt;17.0
BU03632402;Frans Halsbuurt;19.0
BU03632403;Hercules Seghersbuurt;16.0
BU03632404;Sarphatiparkbuurt;27.0
BU03632500;Willibrordusbuurt;15.0
BU03632501;Van der Helstpleinbuurt;17.0
BU03632502;Lizzy Ansinghbuurt;17.0
BU03632503;Cornelis Troostbuurt;18.0
BU03632600;Diamantbuurt;14.0
BU03632601;Burgemeester Tellegenbuurt Oost;19.0
BU03632602;Burgemeester Tellegenbuurt West;13.0
BU03632700;Swammerdambuurt;15.0
BU03632701;Weesperzijde Midden/Zuid;22.0
BU03632702;Parooldriehoek;3.0
BU03632800;Oosterparkbuurt Noordwest;47.0
BU03632801;Oosterpark;13.0
BU03632802;Oosterparkbuurt Zuidoost;17.0
BU03632803;Oosterparkbuurt Zuidwest;27.0
BU03632900;Dapperbuurt Noord;32.0
BU03632901;Dapperbuurt Zuid;18.0
BU03632902;Oostpoort;29.0
BU03633000;Transvaalbuurt West;22.0
BU03633001;Transvaalbuurt Oost;22.0
BU03633100;Noordwestkwadrant Indische buurt Noord;23.0
BU03633101;Noordwestkwadrant Indische buurt Zuid;22.0
BU03633102;Zuidwestkwadrant Indische buurt;24.0
BU03633200;Noordoostkwadrant Indische buurt;33.0
BU03633201;Zuidoostkwadrant Indische buurt;20.0
BU03633202;Zeeburgerdijk Oost;4.0
BU03633203;Flevopark;4.0
BU03633300;Oostelijke Handelskade;24.0
BU03633301;Rietlanden;17.0
BU03633302;Java-eiland;9.0
BU03633303;KNSM-eiland;9.0
BU03633304;Sporenburg;6.0
BU03633305;Borneo;7.0
BU03633306;Entrepot-Noordwest;8.0
BU03633307;Architectenbuurt;7.0
BU03633308;Bedrijvengebied Veelaan;3.0
BU03633309;Bedrijvengebied Cruquiusweg;4.0
BU03633310;Bedrijvengebied Zeeburgerkade;3.0
BU03633400;Zeeburgereiland Noordwest;1.0
BU03633402;Zeeburgereiland Zuidoost;2.0
BU03633403;Zeeburgereiland Zuidwest;0.0
BU03633404;Nieuwe Diep/Diemerpark;2.0
BU03633405;RI Oost terrein;14.0
BU03633500;Steigereiland Noord;5.0
BU03633501;Steigereiland Zuid;14.0
BU03633502;Haveneiland Zuidwest/Rieteiland West;10.0
BU03633504;Haveneiland Noordwest;18.0
BU03633505;Haveneiland Noordoost;23.0
BU03633600;Woon- en Groengebied Sloterdijk;7.0
BU03633601;Bedrijventerrein Sloterdijk I;140.0
BU03633700;Bedrijventerrein Landlust;6.0
BU03633702;Bosleeuw;30.0
BU03633703;Landlust Zuid;28.0
BU03633704;Erasmusparkbuurt Oost;8.0
BU03633705;Gibraltarbuurt;19.0
BU03633706;Landlust Noord;16.0
BU03633802;Erasmusparkbuurt West;11.0
BU03633803;Robert Scottbuurt Oost;5.0
BU03633900;Robert Scottbuurt West;24.0
BU03633901;Laan van Spartaan;6.0
BU03633902;Kolenkitbuurt Zuid;6.0
BU03633903;Kolenkitbuurt Noord;18.0
BU03634000;Geuzenhofbuurt;5.0
BU03634001;Trompbuurt;8.0
BU03634002;Pieter van der Doesbuurt;9.0
BU03634100;John Franklinbuurt;18.0
BU03634101;Jan Maijenbuurt;7.0
BU03634102;Orteliusbuurt Noord;1.0
BU03634103;Mercatorpark;7.0
BU03634200;Balboaplein e.o.;20.0
BU03634201;Columbusplein e.o.;21.0
BU03634202;Orteliusbuurt Midden;12.0
BU03634203;Orteliusbuurt Zuid;7.0
BU03634300;Paramariboplein e.o.;65.0
BU03634301;Postjeskade e.o.;28.0
BU03634400;Surinamepleinbuurt;7.0
BU03634401;Westlandgrachtbuurt;15.0
BU03634402;Aalsmeerwegbuurt West;5.0
BU03634403;Aalsmeerwegbuurt Oost;10.0
BU03634404;Legmeerpleinbuurt;2.0
BU03634405;Bedrijventerrein Schinkel;8.0
BU03634500;Schinkelbuurt Noord;10.0
BU03634501;Schinkelbuurt Zuid;14.0
BU03634600;Valeriusbuurt Oost;3.0
BU03634601;Valeriusbuurt West;11.0
BU03634602;Willemsparkbuurt Noord;10.0
BU03634700;Johannnes Vermeerbuurt;10.0
BU03634701;P.C. Hooftbuurt;10.0
BU03634702;Concertgebouwbuurt;9.0
BU03634703;Cornelis Schuytbuurt;13.0
BU03634704;Banpleinbuurt;6.0
BU03634705;Hondecoeterbuurt;11.0
BU03634706;Harmoniehofbuurt;3.0
BU03634707;Museumplein;11.0
BU03634709;Duivelseiland;3.0
BU03634800;Bertelmanpleinbuurt;2.0
BU03634801;Marathonbuurt Oost;3.0
BU03634802;Marathonbuurt West;12.0
BU03634803;Olympisch Stadion e.o.;7.0
BU03634804;IJsbaanpad e.o.;2.0
BU03634805;Van Tuyllbuurt;10.0
BU03634900;Diepenbrockbuurt;4.0
BU03634901;Beethovenbuurt;6.0
BU03634902;Hiltonbuurt;2.0
BU03634903;Minervabuurt Noord;6.0
BU03634904;Minervabuurt Midden;7.0
BU03634905;Minervabuurt Zuid;6.0
BU03635100;Rieteiland Oost;1.0
BU03635101;Haveneiland Oost;16.0
BU03635102;Haveneiland Noord;9.0
BU03635200;Wielingenbuurt;4.0
BU03635201;Scheldebuurt West;12.0
BU03635202;Scheldebuurt Midden;8.0
BU03635203;Scheldebuurt Oost;11.0
BU03635206;Veluwebuurt;7.0
BU03635207;Kop Zuidas;12.0
BU03635300;IJselbuurt West;16.0
BU03635301;IJselbuurt Oost;11.0
BU03635400;Kromme Mijdrechtbuurt;9.0
BU03635401;Rijnbuurt Oost;8.0
BU03635402;Rijnbuurt Midden;11.0
BU03635403;Rijnbuurt West;5.0
BU03635404;Zorgvlied;0.0
BU03635501;De Eenhoorn;20.0
BU03635502;Julianapark;19.0
BU03635503;Don Bosco;6.0
BU03635504;Frankendael;7.0
BU03635505;Tuindorp Amstelstation;4.0
BU03635506;De Wetbuurt;4.0
BU03635507;Tuindorp Frankendael;5.0
BU03635508;Van der Kunbuurt;2.0
BU03635600;Linnaeusparkbuurt;17.0
BU03635601;Middenmeer Noord;17.0
BU03635602;Middenmeer Zuid;24.0
BU03635603;Sportpark Middenmeer Zuid;0.0
BU03635605;Park de Meer;2.0
BU03635607;Science Park Noord;10.0
BU03635608;Science Park Zuid;1.0
BU03635700;Betondorp;12.0
BU03635701;Nieuwe Oosterbegraafplaats;0.0
BU03635801;Weespertrekvaart;10.0
BU03635804;Amstelglorie;2.0
BU03635805;Overamstel;1.0
BU03635806;Amstelkwartier Noord;7.0
BU03635807;De Omval;2.0
BU03635808;Amstelkwartier Zuid;6.0
BU03635809;Amstelkwartier West;3.0
BU03635900;Prinses Irenebuurt;2.0
BU03636000;Van der Pekbuurt;45.0
BU03636001;Bloemenbuurt Zuid;9.0
BU03636002;Bloemenbuurt Noord;19.0
BU03636100;IJplein e.o.;21.0
BU03636101;Vogelbuurt Zuid;31.0
BU03636102;Vogelbuurt Noord;11.0
BU03636103;Vliegenbos;1.0
BU03636200;Tuindorp Nieuwendam West;3.0
BU03636201;Tuindorp Nieuwendam Oost;19.0
BU03636300;Blauwe Zand;15.0
BU03636400;Buiksloterdijk West;2.0
BU03636401;Buiksloterdijk Oost;1.0
BU03636402;Nieuwendammmerdijk West;10.0
BU03636403;Nieuwendammerdijk Oost;1.0
BU03636404;Nieuwendammerdijk Zuid;
BU03636500;Tuindorp Oostzaan West;4.0
BU03636501;Tuindorp Oostzaan Oost;18.0
BU03636502;Terrasdorp;26.0
BU03636503;De Bongerd;7.0
BU03636601;Oostzanerdijk;3.0
BU03636602;Walvisbuurt;5.0
BU03636603;Twiske West;4.0
BU03636604;Noorder IJplas;
BU03636605;Molenwijk;26.0
BU03636606;Circus/Kermisbuurt;7.0
BU03636700;Kadoelen;9.0
BU03636701;Twiske Oost;3.0
BU03636800;Baanakkerspark Noord;4.0
BU03636801;Baanakkerspark Zuid;0.0
BU03636802;Werengouw Midden;27.0
BU03636803;Markengouw Midden;16.0
BU03636804;Markengouw Zuid;14.0
BU03636805;Werengouw Zuid;8.0
BU03636900;Rode Kruisbuurt;5.0
BU03636902;Loenermark;6.0
BU03636909;Buikslotermeerplein;18.0
BU03636910;Plan van Gool;7.0
BU03636911;De Kleine Wereld;6.0
BU03636912;Buikslotermeer Noord;8.0
BU03637000;Banne Zuidwest;21.0
BU03637001;Banne Zuidoost;17.0
BU03637002;Banne Noordwest;32.0
BU03637003;Banne Noordoost;20.0
BU03637004;Buiksloterbreek;0.0
BU03637005;Marjoleinterrein;0.0
BU03637102;Papaverweg e.o.;11.0
BU03637105;NDSM terrein;18.0
BU03637106;Buiksloterham;3.0
BU03637107;Overhoeks;8.0
BU03637200;Bedrijventerrein Hamerstraat;12.0
BU03637201;Zamenhofstraat e.o.;4.0
BU03637202;Bedrijventerrein Nieuwendammerdijk;0.0
BU03637300;Schellingwoude West;1.0
BU03637301;Schellingwoude Oost;2.0
BU03637302;Schellingwoude Noord;0.0
BU03637303;Durgerdam;1.0
BU03637304;Zwarte Gouw;
BU03637305;Ransdorp;2.0
BU03637306;Holysloot;0.0
BU03637307;Zunderdorp;3.0
BU03637308;Noorderstrook West;1.0
BU03637309;Noorderstrook Oost;0.0
BU03637400;Nintemanterrein;0.0
BU03637401;Elzenhagen Zuid;14.0
BU03637402;Elzenhagen Noord;3.0
BU03637500;Kortenaerkwartier;7.0
BU03637501;Filips van Almondekwartier;5.0
BU03637502;De Wester Quartier;5.0
BU03637503;Van Brakelkwartier;2.0
BU03637600;Buurt 3;28.0
BU03637601;Buurt 2;26.0
BU03637700;Slotermeer Zuid;31.0
BU03637701;Noordoever Sloterplas;20.0
BU03637702;Buurt 4 Oost;26.0
BU03637703;Buurt 5 Noord;19.0
BU03637705;Buurt 5 Zuid;21.0
BU03637800;Buurt 6;16.0
BU03637801;Buurt 7;10.0
BU03637802;Buurt 8;20.0
BU03637803;Buurt 9;40.0
BU03637804;Eendrachtspark;5.0
BU03637900;Osdorper Binnenpolder;6.0
BU03637901;Buurt 10;4.0
BU03638000;Ookmeer;10.0
BU03638001;Osdorper Bovenpolder;1.0
BU03638002;Bedrijvenpark Lutkemeer;5.0
BU03638100;Wildeman;41.0
BU03638101;Meer en Oever;9.0
BU03638102;Osdorpplein e.o.;25.0
BU03638103;Calandlaan/Lelylaan;9.0
BU03638104;Osdorp Zuidoost;24.0
BU03638200;Osdorp Midden Noord;23.0
BU03638201;Osdorp Midden Zuid;10.0
BU03638202;Zuidwestkwadrant Osdorp Noord;7.0
BU03638203;Zuidwestkwadrant Osdorp Zuid;20.0
BU03638300;De Punt;31.0
BU03638301;Bedrijvencentrum Osdorp;14.0
BU03638400;Middelveldsche Akerpolder;14.0
BU03638401;De Aker West;18.0
BU03638402;De Aker Oost;26.0
BU03638500;Oostoever Sloterplas;4.0
BU03638501;Emanuel van Meterenbuurt;12.0
BU03638502;Jacob Geelbuurt;28.0
BU03638600;Overtoomse Veld Noord;25.0
BU03638601;Overtoomse Veld Zuid;25.0
BU03638602;Rembrandtpark Noord;9.0
BU03638603;Rembrandtpark Zuid;5.0
BU03638604;Johan Jongkindbuurt;5.0
BU03638605;Lucas/Andreasziekenhuis e.o.;9.0
BU03638700;Koningin Wilhelminaplein;13.0
BU03638701;Andreasterrein;11.0
BU03638702;Delflandpleinbuurt Oost;24.0
BU03638703;Delflandpleinbuurt West;17.0
BU03638704;Riekerhaven;3.0
BU03638705;Schipluidenbuurt;1.0
BU03638800;Riekerpolder;2.0
BU03638801;Park Haagseweg;0.0
BU03638802;Nieuwe Meer;7.0
BU03638803;Sloterweg e.o.;1.0
BU03638804;Nieuw Sloten Noordwest;9.0
BU03638805;Nieuw Sloten Noordoost;9.0
BU03638806;Belgiëplein e.o.;12.0
BU03638807;Nieuw Sloten Zuidwest;3.0
BU03638808;Nieuw Sloten Zuidoost;5.0
BU03638809;Dorp Sloten;7.0
BU03638900;Louis Crispijnbuurt;16.0
BU03638901;Jacques Veldmanbuurt;31.0
BU03638902;Staalmanbuurt;27.0
BU03638903;Medisch Centrum Slotervaart;13.0
BU03639000;Gelderlandpleinbuurt;15.0
BU03639002;Buitenveldert Midden Zuid;16.0
BU03639003;Buitenveldert Zuidwest;11.0
BU03639004;Amsterdamse Bos;2.0
BU03639008;Buitenveldert West Midden;4.0
BU03639009;Zuiderhof;0.0
BU03639100;De Klenckebuurt;3.0
BU03639101;Buitenveldert Oost Midden;20.0
BU03639102;Buitenveldert Zuidoost;16.0
BU03639103;Amstelpark;0.0
BU03639200;Hoofdcentrum Zuidoost;53.0
BU03639201;Amstel III deel A/B Noord;27.0
BU03639202;Amstel III deel C/D Noord;10.0
BU03639203;Amstel III deel A/B Zuid;4.0
BU03639204;Amstel III deel C/D Zuid;4.0
BU03639205;AMC;8.0
BU03639206;Hoge Dijk;11.0
BU03639300;Venserpolder West;36.0
BU03639301;Venserpolder Oost;23.0
BU03639302;D-buurt;18.0
BU03639303;F-buurt;11.0
BU03639304;Amsterdamse Poort;173.0
BU03639305;Hoptille;7.0
BU03639306;Rechte H-buurt;12.0
BU03639307;Hakfort/Huigenbos;7.0
BU03639308;Huntum;4.0
BU03639309;Vogeltjeswei;3.0
BU03639400;E-buurt;7.0
BU03639401;G-buurt West;27.0
BU03639402;Bijlmermuseum Noord;7.0
BU03639403;Kortvoort;3.0
BU03639404;Kelbergen;7.0
BU03639405;K-buurt Midden;41.0
BU03639406;K-buurt Zuidoost;4.0
BU03639407;K-buurt Zuidwest;3.0
BU03639408;Grunder/Koningshoef;15.0
BU03639409;G-buurt Oost;8.0
BU03639410;Kantershof;6.0
BU03639411;Gooisekant;0.0
BU03639412;G-buurt Noord;15.0
BU03639413;Bijlmermuseum Zuid;11.0
BU03639500;L-buurt;11.0
BU03639501;Gaasperpark;1.0
BU03639502;Gaasperplas;1.0
BU03639600;Holendrecht West;28.0
BU03639601;Reigersbos Noord;19.0
BU03639602;Holendrecht Oost;8.0
BU03639603;Gaasperdam Noord;11.0
BU03639604;Gaasperdam Zuid;7.0
BU03639605;Reigersbos Midden;13.0
BU03639606;Reigersbos Zuid;11.0
BU03639700;Gein Noordwest;20.0
BU03639701;Gein Zuidwest;9.0
BU03639702;Gein Noordoost;84.0
BU03639703;Gein Zuidoost;13.0
BU03639800;Dorp Driemond;2.0
BU03639801;Landelijk gebied Driemond;0.0
BU02000101;Binnenstad;149.0
BU02000102;De Haven;50.0
BU02000201;Brinkhorst;10.0
BU02000202;Sprengenweg-Noord;6.0
BU02000203;Sprengenbos;13.0
BU02000204;Berg en Bos;1.0
BU02000205;Driehuizen;9.0
BU02000206;Orden;34.0
BU02000207;Park Berg en Bos;10.0
BU02000301;Ugchelen;11.0
BU02000302;Ugchelen-Zuid;0.0
BU02000303;De Heeze;12.0
BU02000304;Westenenk;10.0
BU02000305;Winkewijert;9.0
BU02000306;De Bouwhof;2.0
BU02000307;Brouwersmolen-Noord;18.0
BU02000308;Dennenheuvel;3.0
BU02000309;Holthuizen;2.0
BU02000310;Brouwersmolen-Zuid;2.0
BU02000311;Wernem;1.0
BU02000401;Brummelhof;21.0
BU02000402;Vogelkwartier;26.0
BU02000403;Staatsliedenkwartier;25.0
BU02000404;Componistenkwartier;5.0
BU02000405;Rivierenkwartier;11.0
BU02000406;Malkenschoten;6.0
BU02000407;Kayersmolen-Noord;11.0
BU02000408;Kayersmolen-Midden;0.0
BU02000409;Kayersmolen-Zuid;0.0
BU02000501;Matendreef;21.0
BU02000502;Matenhorst;8.0
BU02000503;Matendonk;13.0
BU02000504;Matenhoeve;13.0
BU02000505;Matenveld;8.0
BU02000506;Matengaarde;18.0
BU02000507;Matenhoek;1.0
BU02000508;Kuipersveld;5.0
BU02000601;Welgelegen;8.0
BU02000602;Osseveld-West;12.0
BU02000603;Osseveld-Oost;13.0
BU02000604;Woudhuis;25.0
BU02000605;Groot Zonnehoeve;4.0
BU02000606;De Voorwaarts;1.0
BU02000608;Bedrijvenpark Oost;2.0
BU02000701;Zevenhuizen;11.0
BU02000702;Sluisoord;17.0
BU02000703;De Mheen;6.0
BU02000704;Anklaar;26.0
BU02000705;Sprenkelaar;14.0
BU02000706;Bedrijvenpark Apeldoorn Noord;3.0
BU02000707;Sleutelbloem;0.0
BU02000708;Zuidbroek - Mozaïek & Rooster;7.0
BU02000709;Zuidbroek - De Wellen;9.0
BU02000801;De Parken;24.0
BU02000802;Spainkbos;12.0
BU02000803;Loolaan-Noord;12.0
BU02000804;Het Loo;4.0
BU02000805;Kerschoten-West;2.0
BU02000806;Kerschoten;9.0
BU02000807;Paleispark;0.0
BU02000808;Stadhoudersmolen;2.0
BU02000809;Hommelbrink;0.0
BU02001001;Uddel;2.0
BU02001002;Agrarisch gebied Uddel;2.0
BU02001003;Bosgebied Meerveld;4.0
BU02001004;Bosgebied Nieuw Milligen;0.0
BU02001101;Orderbos;
BU02001102;Hoog Soeren;1.0
BU02001103;Bosgebied Hoog Soeren;1.0
BU02001104;Bosgebied Hoog Buurloo;0.0
BU02001201;Hoenderloo;1.0
BU02001202;Bosgebied Ugchelen;2.0
BU02001203;Bosgebied Hoenderloo;4.0
BU02001204;Miggelenberg;14.0
BU02001301;Het Goreld;0.0
BU02001302;Loenen;9.0
BU02001303;Bosgebied Loenen;5.0
BU02001401;Beekbergen;12.0
BU02001402;Bosgebied Beekbergen-West;0.0
BU02001403;Agrarisch gebied Beekbergen;2.0
BU02001404;Bosgebied Beekbergen-Zuid;9.0
BU02001501;Lieren;1.0
BU02001502;Agrarisch gebied Lieren-Oosterhuizen;2.0
BU02001503;Bosgebied Oosterhuizen;0.0
BU02001601;Wolthuis;5.0
BU02001602;Klarenbeek;2.0
BU02001603;De Hooilanden;1.0
BU02001604;De Hooilanden-Oosterhuizen;0.0
BU02001701;Wenum;0.0
BU02001702;Beemte;0.0
BU02001704;Agrarisch gebied Wiesel;2.0
BU02001705;Agrarisch gebied Wenum;4.0
BU02001706;Agrarisch gebied Beemte Broekland;0.0
BU00030000;Appingedam-Centrum;21.0
BU00030001;Appingedam-West;17.0
BU00030002;Appingedam-Oost;31.0
BU00030007;Verspr.h. Damsterdiep en Eemskanaal;1.0
BU00030008;Verspr.h. ten zuiden van Eemskanaal;1.0
BU00030009;Verspr.h. ten N. van het Damsterdiep;0.0
BU02020100;Markt;64.0
BU02020101;Weverstraat;26.0
BU02020102;Rijnstraat;138.0
BU02020103;Janssingel;9.0
BU02020104;Stationsplein;46.0
BU02020170;Utrechtsestraat;19.0
BU02020210;Hommelstraat;31.0
BU02020211;Spijkerbuurt;43.0
BU02020212;Boulevardwijk;15.0
BU02020314;Statenkwartier;24.0
BU02020320;Arnhemse Broek;15.0
BU02020321;Van Verschuerbuurt;2.0
BU02020322;Industrieterrein;13.0
BU02020338;Bij de John Frostbrug;3.0
BU02020339;Nieuwe Kadekwartier;6.0
BU02020423;Presikhaaf I;9.0
BU02020424;Presikhaaf II;5.0
BU02020425;Presikhaaf III;30.0
BU02020526;Over het Lange Water;26.0
BU02020527;Elsweide;1.0
BU02020528;Winkelcentrum;7.0
BU02020529;Ijsseloord;0.0
BU02020630;St. Marten;27.0
BU02020631;Graaf Ottoplein e.o.;21.0
BU02020650;Sonsbeek-Noord;13.0
BU02020732;Klarendal-Zuid;20.0
BU02020733;Klarendal-Noord;24.0
BU02020734;Onder de Linden;22.0
BU02020735;St. Janskerkstraat e.o.;11.0
BU02020840;Velperweg-Noord;10.0
BU02020841;Molenbeke;6.0
BU02020842;Terrein ENKA;0.0
BU02020843;Plattenburg;6.0
BU02020844;Angerenstein;11.0
BU02020845;Paasberg;6.0
BU02020951;Hazegrietje;6.0
BU02020952;Alteveer/Cranevelt;8.0
BU02021053;Geitenkamp;46.0
BU02021154;Monnikenhuizen;6.0
BU02021155;Arnhemse Allee;9.0
BU02021159;Klarenbeek;7.0
BU02021260;Transvaalbuurt;15.0
BU02021261;Burgemeesterswijk;16.0
BU02021262;Gulden Bodem;5.0
BU02021263;Sterrenberg;0.0
BU02021264;Hoogkamp;2.0
BU02021269;Sonsbeek/Zijpendaal;0.0
BU02021365;Bakenberg;1.0
BU02021366;Schaarsbergen;0.0
BU02021367;West van Schaarsbergen;8.0
BU02021368;N.O. van Schaarsbergen;5.0
BU02021471;Lombok;11.0
BU02021473;Brouwerijweg e.o.;7.0
BU02021474;Heijenoord;3.0
BU02021572;Klingelbeek;5.0
BU02021579;Het Dorp/Mariëndaal;10.0
BU02021681;Meinerswijk/De Praets;3.0
BU02021682;Malburgen-West;20.0
BU02021780;Groene Weide;16.0
BU02021783;Kamillehof;9.0
BU02021798;Bakenhof;6.0
BU02021815;'t Duifje;5.0
BU02021884;Immerloo I;8.0
BU02021885;Middelgraaflaan e.o.;17.0
BU02021886;Zeegsingel e.o.;10.0
BU02021887;Eimersweide;10.0
BU02021888;Immerloo II;20.0
BU02021989;Holthuizen;0.0
BU02021990;Kronenburg;35.0
BU02021993;Vredenburg;26.0
BU02022092;Elden;25.0
BU02022191;Elderveld-Zuid;8.0
BU02022194;Elderveld-Noord;30.0
BU02022197;Elderhof;10.0
BU02022295;De Laar-West;35.0
BU02022296;De Laar-Oost;17.0
BU02022316;Rijkerswoerd-Oost;7.0
BU02022317;Rijkerswoerd-Midden;14.0
BU02022318;Rijkerswoerd-West;22.0
BU02022319;De Overmaat;4.0
BU02022447;Schuytgraaf-Noord;14.0
BU02022448;Schuytgraaf-Centrum;9.0
BU02022449;Schuytgraaf-Zuid;13.0
BU01060000;Brinkkwartier;9.0
BU01060001;Erfgoedkwartier;2.0
BU01060002;Overcingel;12.0
BU01060003;Oranjebuurt;8.0
BU01060004;Galgenveld;17.0
BU01060005;Koopmanskwartier;25.0
BU01060006;Cultuureelkwartier;2.0
BU01060007;Oude Gasfabriek;0.0
BU01060008;De Hertenkamp;1.0
BU01060009;Asserbos;1.0
BU01060010;De Esch;3.0
BU01060011;Bomenbuurt;2.0
BU01060012;Zuiderpark;2.0
BU01060100;De Lariks Oost;7.0
BU01060101;Landgoed Lariks;0.0
BU01060102;De Lariks West;9.0
BU01060103;Luchiesland Zuid;5.0
BU01060104;Zuid Molukse Buurt;2.0
BU01060105;Luchiesland Noord;12.0
BU01060200;Oude Molenbuurt;20.0
BU01060201;Dichtershof;9.0
BU01060202;Veningerland;14.0
BU01060203;Zwarte Water;8.0
BU01060204;Componistenbuurt West;2.0
BU01060205;Componistenbuurt Oost;7.0
BU01060300;Dijkveld;5.0
BU01060301;Vreebergen;0.0
BU01060302;Houtlaan;0.0
BU01060303;Amelterhout;1.0
BU01060304;Schildersbuurt;4.0
BU01060305;Vredeveld Noord;10.0
BU01060306;Sluisdennen;3.0
BU01060307;Vredeveld Zuid;17.0
BU01060308;De Dorpen;8.0
BU01060309;GGZ-terrein;9.0
BU01060310;Park Diepstroeten;0.0
BU01060400;Pittelo Zuid;3.0
BU01060401;Pittelo Midden;18.0
BU01060402;Pittelo Noord;6.0
BU01060403;Recreatiepark Pittelo;0.0
BU01060500;De Maten;4.0
BU01060501;De Boskamp;
BU01060502;Baggelhuizen Zuid;4.0
BU01060503;Baggelhuizen Midden;6.0
BU01060504;Baggelhuizen Noord;8.0
BU01060506;Huize Nassau;2.0
BU01060508;Westerpark;2.0
BU01060600;De Venen/De Wallen;6.0
BU01060601;De Velden/De Stukken;6.0
BU01060602;De Landen/De Akkers;17.0
BU01060603;De Kampen/De Essen;4.0
BU01060604;Peelerpark;1.0
BU01060700;Messchenveld;1.0
BU01060701;De Messchen;2.0
BU01060702;De Hamels;0.0
BU01060703;De Kleuven;3.0
BU01060704;De Dreven;2.0
BU01060705;De Breeën;2.0
BU01060706;De Hoven;3.0
BU01060707;De Heugten;8.0
BU01060708;De Beemden;6.0
BU01060709;De Hullen;0.0
BU01060710;De Stoepen;9.0
BU01060711;De Goorns;3.0
BU01060712;Bedrijventerrein Marsdijk West;2.0
